Longitude	Latitude	Elevation, m	Distance (km)
-157.4621	21.425869	-812.49493	34.589645
-157.46146	21.425861	-813.06476	34.655533
-157.46082	21.425852	-813.4083	34.72142
-157.46019	21.425842	-813.67	34.787308
-157.45955	21.425835	-813.8969	34.853195
-157.45891	21.425825	-814.38184	34.919083
-157.45827	21.425816	-814.98285	34.98497
-157.45764	21.425808	-815.37726	35.050858
-157.457	21.425798	-815.8084	35.116745
-157.45636	21.425789	-816.4022	35.182632
-157.45573	21.425781	-817.00397	35.24852
-157.4551	21.425772	-817.5885	35.314407
-157.45445	21.425762	-818.21106	35.380295
-157.45381	21.425753	-818.7571	35.446182
-157.45319	21.425745	-819.01154	35.51207
-157.45255	21.425735	-819.3222	35.577957
-157.4519	21.425726	-819.8976	35.643845
-157.45128	21.425718	-820.8341	35.709732
-157.45064	21.425709	-821.9281	35.77562
-157.45	21.4257	-822.6124	35.841507
