"tag_id","tagging_date","fork_length_cm","status","days_at_liberty","n_detections","mean_detections_per_day","unique_days","distance_tracked","mean_distance_per_day","n_stations","movements_detected","meacount_movements_per_day","total_brfa_crossings","in_to_out","out_to_in","days_tracked_in","days_tracked_out","mean_brfa_movements_per_day","max_polygon_area","max_linear_distance","z_constrained_path_distance","data_density"
"30750",2018-01-11 18:02:00,41,"Excluded From Analysis",7,456,65.1428571428571,7,139.27,19.8957142857143,16,91,13,6,3,3,4.66,0.66,0.857142857142857,15.2081761873937,12.4174636714408,13.192,1
"30751",2018-01-11 18:32:00,70,"Unknown",40,302,7.55,22,1.57,0.03925,1,1,0.025,0,0,0,38.9,0,0,NA,1.566706720968,3.242,0.55
"30752",2018-01-11 18:34:00,45,"Dead",92,7044,76.5652173913043,83,36.02,0.391521739130435,9,14,0.152173913043478,2,1,1,90.67,0.07,0.0217391304347826,0.205886213705063,8.9185936215284,12.193,0.902173913043478
"30753",2018-01-11 18:36:00,45.5,"Excluded From Analysis",2,34,17,2,36.46,18.23,9,12,6,6,3,3,0.57,0.37,3,3.23613518272781,8.9185936215284,12.193,1
"32",2017-01-13 11:32:00,52,"Dead",449,270,0.601336302895323,61,32.41,0.0721826280623608,5,8,0.0178173719376392,0,0,0,448.01,0,0,3.66873802165604,12.6786738676032,13.076,0.135857461024499
"33",2017-01-13 16:58:00,65,"Dead",418,1394,3.33492822966507,91,0.03,7.17703349282297e-05,1,1,0.00239234449760766,0,0,0,417.19,0,0,NA,0.0278162928515506,0,0.217703349282297
"35",2017-01-13 16:38:00,63,"Dead",451,12681,28.1175166297118,282,6.95,0.015410199556541,3,3,0.00665188470066519,0,0,0,450.05,0,0,1.7722480212242,2.72289774907594,2.353,0.625277161862528
"36810",2017-06-24 21:06:00,44,"Unknown",279,1052,3.77060931899642,30,0.4,0.0014336917562724,1,1,0.003584229390681,0,0,0,277.58,0,0,NA,0.396571338425529,0,0.10752688172043
"37",2017-03-17 17:40:00,44,"Dead",382,4948,12.9528795811518,144,3.3,0.00863874345549738,1,2,0.00523560209424084,0,0,0,380.38,0,0,NA,1.56529364190686,2.354,0.37696335078534
"39",2017-03-17 23:41:00,53,"Dead",263,555,2.11026615969582,70,1.41,0.00536121673003802,1,2,0.00760456273764259,0,0,0,261.48,0,0,NA,0.784452532427628,1.706,0.26615969581749
"40",2017-03-18 00:12:00,41,"Dead",381,2518,6.60892388451444,185,41.08,0.107821522309711,5,18,0.047244094488189,0,0,0,380.18,0,0,8.44138752059937,11.3514976281433,13.077,0.485564304461942
"5",2017-01-12 17:27:00,66,"Dead",458,86507,188.879912663755,295,0.14,0.000305676855895197,1,1,0.00218340611353712,0,0,0,457.27,0,0,NA,0.138150241678531,0,0.64410480349345
"51581",2017-01-13 14:29:00,61.5,"Unknown",456,21735,47.6644736842105,249,0.58,0.0012719298245614,1,1,0.00219298245614035,0,0,0,455.16,0,0,NA,0.583135116626695,0,0.546052631578947
"51582",2017-03-18 04:32:00,41,"Alive",381,9232,24.2309711286089,293,69.73,0.183018372703412,6,34,0.089238845144357,2,1,1,380.33,0.21,0.005249343832021,4.46483129988861,5.38001529941545,6.132,0.769028871391076
"51583",2017-03-18 09:52:00,45,"Dead",385,6605,17.1558441558442,168,210.3,0.546233766233766,5,148,0.384415584415584,0,0,0,384.04,0,0,4.47570025255585,10.692756045678,10.723,0.436363636363636
"51584",2017-03-18 11:16:00,51,"Unknown",388,11792,30.3917525773196,302,1.04,0.00268041237113402,1,2,0.00515463917525773,0,0,0,386.96,0,0,NA,0.601706047893606,1.706,0.778350515463918
"51585",2017-03-18 14:30:00,44,"Unknown",274,144,0.525547445255474,43,1.01,0.00368613138686131,1,1,0.00364963503649635,0,0,0,273.01,0,0,NA,1.00592330018452,1.621,0.156934306569343
"51586",2017-03-18 13:54:00,46,"Alive",394,43642,110.766497461929,394,571.15,1.4496192893401,2,248,0.629441624365482,0,0,0,393.38,0,0,0,2.39744684225021,3.664,1
"51587",2017-03-18 14:51:00,48,"Unknown",323,297,0.919504643962848,67,0.74,0.00229102167182663,1,1,0.00309597523219814,0,0,0,322.05,0,0,NA,0.742072964424408,1.621,0.207430340557276
"51588",2017-03-18 15:32:00,44,"Alive",287,31169,108.602787456446,284,1550.26,5.40160278745645,9,1352,4.71080139372822,12,6,6,188.49,96.81,0.0418118466898955,1.18265485443629,6.06689665649376,9.374,0.989547038327526
"51596",2017-08-28 10:49:00,42.5,"Alive",230,17531,76.2217391304348,230,9.35,0.0406521739130435,2,5,0.0217391304347826,0,0,0,229.54,0,0,0,2.39784830224503,3.242,1
"51597",2017-08-29 17:17:00,44,"Dead",220,1027,4.66818181818182,88,147.66,0.671181818181818,10,99,0.45,8,4,4,218.44,0.55,0.0363636363636364,2.72804325381231,9.16495108823622,11.728,0.4
"51598",2017-08-29 17:44:00,44.5,"Unknown",21,7,0.333333333333333,4,0.98,0.0466666666666667,1,1,0.0476190476190476,0,0,0,19.86,0,0,NA,0.981995066839468,1.706,0.19047619047619
"51599",2017-08-28 08:38:00,34,"Dead",230,33576,145.982608695652,230,105.34,0.458,8,67,0.291304347826087,2,1,1,229.36,0.09,0.00869565217391304,6.12939665936947,8.24483222754526,8.485,1
"6",2017-01-12 17:05:00,50,"Alive",385,63239,164.257142857143,222,0.17,0.000441558441558442,1,1,0.0025974025974026,0,0,0,384.14,0,0,NA,0.170778163200072,0,0.576623376623377
"7",2017-01-12 16:45:00,48,"Dead",294,2120,7.2108843537415,83,12.62,0.0429251700680272,3,5,0.0170068027210884,0,0,0,293.21,0,0,1.77891162801158,2.72289774907594,2.353,0.282312925170068
"924",2017-06-24 18:28:00,55,"Dead",128,209,1.6328125,47,1.14,0.00890625,1,1,0.0078125,0,0,0,127.1,0,0,NA,1.13817394914442,2.354,0.3671875
"925",2017-06-24 20:23:00,38.5,"Dead",236,8603,36.4533898305085,131,0.4,0.00169491525423729,1,1,0.00423728813559322,0,0,0,234.16,0,0,NA,0.403014415183959,0,0.555084745762712
"926",2017-06-24 20:33:00,70,"Dead",247,82348,333.392712550607,214,232.06,0.939514170040486,11,194,0.785425101214575,2,1,1,245.45,0.02,0.00809716599190283,0.215453363068581,6.9470649265075,7.556,0.866396761133603
"927",2017-06-11 16:18:00,60,"Dead",263,91654,348.494296577947,263,314.56,1.19604562737643,3,313,1.19011406844106,0,0,0,0,261.7,0,0,2.04129866598035,1.622,1
