dates,species,caught,sold,value,price_per_pound,inflated_ppp,inflated_dollar,inflated_value,month
7.1755e+05,4,5796,5796,4743,0.82,6.2963,0.80085,36419,8
7.1758e+05,4,8757,8757,7171,0.82,6.2963,0.80085,55062,9
7.1761e+05,4,8131,8131,7140,0.88,6.757,0.80085,54824,10
7.1764e+05,4,4630,4630,4495,0.97,7.4481,0.80085,34514,11
7.1767e+05,4,9394,9383,8544,0.91,6.9874,0.80085,65604,12
7.177e+05,4,2863,2853,2771,0.97,7.3298,0.81923,20939,1
7.1773e+05,4,6470,6464,6207,0.96,7.2543,0.81923,46903,2
7.1776e+05,4,7750,7715,7065,0.92,6.952,0.81923,53387,3
7.1779e+05,4,7176,7171,6410,0.89,6.7253,0.81923,48437,4
7.1782e+05,4,2264,2264,2044,0.9,6.8009,0.81923,15446,5
7.1785e+05,4,2464,2464,2561,1.04,7.8588,0.81923,19352,6
7.1788e+05,4,5945,5945,5937,1,7.5565,0.81923,44863,7
7.1792e+05,4,5412,5402,5032,0.93,7.0276,0.81923,38025,8
7.1795e+05,4,7514,7463,6595,0.88,6.6498,0.81923,49835,9
7.1798e+05,4,8122,8110,7312,0.9,6.8009,0.81923,55253,10
7.1801e+05,4,3963,3963,3898,0.98,7.4054,0.81923,29455,11
7.1804e+05,4,5947,5947,6836,1.15,8.69,0.81923,51657,12
7.1807e+05,4,3731,3693,3627,0.98,7.1997,0.84342,26646,1
7.181e+05,4,4791,4785,5227,1.09,8.0078,0.84342,38401,2
7.1813e+05,4,5102,5081,5584,1.1,8.0813,0.84342,41024,3
7.1816e+05,4,5682,5672,5911,1.04,7.6405,0.84342,43426,4
7.1819e+05,4,6310,6310,5862,0.93,6.8324,0.84342,43066,5
7.1822e+05,4,1572,1572,1785,1.14,8.3752,0.84342,13114,6
7.1825e+05,4,3169,3017,3193,1.06,7.7874,0.84342,23458,7
7.1828e+05,4,5857,5837,5926,1.02,7.4936,0.84342,43536,8
7.1831e+05,4,10499,10423,9076,0.87,6.3916,0.84342,66678,9
7.1834e+05,4,9036,8963,7673,0.86,6.3181,0.84342,56371,10
7.1837e+05,4,7446,7406,6758,0.91,6.6854,0.84342,49649,11
7.184e+05,4,6540,6461,8201,1.27,9.3302,0.84342,60250,12
7.1843e+05,4,4637,4608,4500,0.98,6.9841,0.86732,32070,1
7.1846e+05,4,6771,6771,6277,0.93,6.6278,0.86732,44734,2
7.1849e+05,4,4296,4245,4889,1.15,8.1957,0.86732,34842,3
7.1852e+05,4,3345,3331,3546,1.06,7.5543,0.86732,25271,4
7.1855e+05,4,3020,3020,3430,1.14,8.1244,0.86732,24445,5
7.1858e+05,4,3897,3893,4254,1.09,7.7681,0.86732,30317,6
7.1861e+05,4,2602,2584,2975,1.15,8.1957,0.86732,21202,7
7.1864e+05,4,4090,4090,4872,1.19,8.4807,0.86732,34721,8
7.1868e+05,4,5516,5498,5864,1.07,7.6255,0.86732,41791,9
7.1871e+05,4,5163,5159,5172,1,7.1267,0.86732,36859,10
7.1874e+05,4,3000,2945,3343,1.14,8.1244,0.86732,23824,11
7.1877e+05,4,11777,11513,12564,1.09,7.7681,0.86732,89540,12
7.188e+05,4,10628,10626,9633,0.91,6.2244,0.88953,65889,1
7.1883e+05,4,12548,12537,10468,0.84,5.7456,0.88953,71601,2
7.1886e+05,4,5404,5383,5935,1.1,7.524,0.88953,40595,3
7.1889e+05,4,4011,3999,4999,1.25,8.55,0.88953,34193,4
7.1892e+05,4,3767,3751,4189,1.12,7.6608,0.88953,28653,5
7.1895e+05,4,1025,999,1537,1.54,10.534,0.88953,10513,6
7.1898e+05,4,4328,4311,5215,1.21,8.2764,0.88953,35670,7
7.1901e+05,4,5023,5010,6352,1.27,8.6868,0.88953,43447,8
7.1904e+05,4,5367,5363,6248,1.17,8.0028,0.88953,42736,9
7.1907e+05,4,5741,5731,6254,1.09,7.4556,0.88953,42777,10
7.191e+05,4,5125,5107,6076,1.19,8.1396,0.88953,41560,11
7.1913e+05,4,6979,6839,9957,1.46,9.9864,0.88953,68106,12
7.1916e+05,4,5549,5465,6963,1.27,8.237,0.91616,45161,1
7.192e+05,4,3648,3648,4860,1.33,8.6262,0.91616,31521,2
7.1922e+05,4,4156,4116,6429,1.56,10.118,0.91616,41698,3
7.1925e+05,4,1977,1977,4035,2.04,13.231,0.91616,26170,4
7.1928e+05,4,4935,4922,6525,1.33,8.6262,0.91616,42320,5
7.1932e+05,4,1107,1083,1489,1.38,8.9505,0.91616,9657.4,6
7.1934e+05,4,2931,2931,4550,1.55,10.053,0.91616,29511,7
7.1938e+05,4,4286,4286,6090,1.42,9.2099,0.91616,39499,8
7.1941e+05,4,3284,3284,4743,1.44,9.3396,0.91616,30762,9
7.1944e+05,4,6599,6585,9018,1.37,8.8856,0.91616,58489,10
7.1947e+05,4,3882,3880,4662,1.2,7.783,0.91616,30237,11
7.195e+05,4,6100,6026,9225,1.53,9.9234,0.91616,59832,12
7.1953e+05,4,5273,5273,7568,1.44,8.8341,0.94374,46428,1
7.1956e+05,4,3184,3172,4306,1.36,8.3434,0.94374,26417,2
7.1959e+05,4,3713,3713,5844,1.57,9.6317,0.94374,35852,3
7.1962e+05,4,1782,1780,3121,1.75,10.736,0.94374,19147,4
7.1965e+05,4,2023,2023,3532,1.75,10.736,0.94374,21668,5
7.1968e+05,4,736,736,1530,2.08,12.76,0.94374,9386.3,6
7.1971e+05,4,3165,3165,5144,1.63,9.9998,0.94374,31558,7
7.1974e+05,4,3932,3932,5983,1.52,9.3249,0.94374,36705,8
7.1977e+05,4,3514,3514,5481,1.56,9.5703,0.94374,33625,9
7.198e+05,4,5097,5097,7162,1.41,8.6501,0.94374,43938,10
7.1983e+05,4,3562,3548,5772,1.63,9.9998,0.94374,35410,11
7.1986e+05,4,2210,2200,4431,2.01,12.331,0.94374,27183,12
7.1989e+05,4,4610,4587,7221,1.57,9.2274,0.98345,42440,1
7.1992e+05,4,6557,6536,7660,1.17,6.8765,0.98345,45020,2
7.1995e+05,4,2869,2869,5478,1.91,11.226,0.98345,32196,3
7.1998e+05,4,1388,1322,2485,1.88,11.049,0.98345,14605,4
7.2001e+05,4,1455,1455,1935,1.33,7.8168,0.98345,11373,5
7.2004e+05,4,1385,1365,2387,1.75,10.285,0.98345,14029,6
7.2008e+05,4,2855,2855,4152,1.45,8.5221,0.98345,24403,7
7.2011e+05,4,4608,4608,6777,1.47,8.6396,0.98345,39831,8
7.2014e+05,4,6442,6392,8202,1.28,7.523,0.98345,48206,9
7.2017e+05,4,5581,5581,8246,1.48,8.6984,0.98345,48464,10
7.202e+05,4,4340,4320,6249,1.45,8.5221,0.98345,36727,11
7.2023e+05,4,5864,5706,10142,1.78,10.462,0.98345,59608,12
7.2026e+05,4,3821,3779,5883,1.56,8.8835,1.0366,33501,1
7.2029e+05,4,5394,5320,9406,1.77,10.079,1.0366,53563,2
7.2032e+05,4,8872,8865,13420,1.51,8.5987,1.0366,76420,3
7.2035e+05,4,3801,3779,6432,1.7,9.6807,1.0366,36627,4
7.2038e+05,4,4857,4857,7589,1.56,8.8835,1.0366,43216,5
7.2041e+05,4,2689,2689,4684,1.74,9.9085,1.0366,26673,6
7.2044e+05,4,2635,2631,4791,1.82,10.364,1.0366,27282,7
7.2047e+05,4,1940,1939,3756,1.94,11.047,1.0366,21389,8
7.205e+05,4,2247,2237,4228,1.89,10.763,1.0366,24076,9
7.2053e+05,4,4452,4448,7311,1.64,9.339,1.0366,41633,10
7.2056e+05,4,1896,1884,4123,2.19,12.471,1.0366,23479,11
7.2059e+05,4,7691,7635,13101,1.72,9.7946,1.0366,74604,12
7.2062e+05,4,4399,4315,7173,1.66,8.8994,1.0865,38455,1
7.2066e+05,4,2166,2166,3764,1.74,9.3282,1.0865,20179,2
7.2068e+05,4,2074,2074,5041,2.43,13.027,1.0865,27025,3
7.2072e+05,4,2398,2377,4299,1.81,9.7035,1.0865,23047,4
7.2074e+05,4,3039,2996,4186,1.4,7.5055,1.0865,22441,5
7.2078e+05,4,1838,1822,2789,1.53,8.2024,1.0865,14952,6
7.2081e+05,4,1673,1629,2866,1.76,9.4355,1.0865,15365,7
7.2084e+05,4,3505,3505,6059,1.73,9.2746,1.0865,32483,8
7.2087e+05,4,2369,2345,4487,1.91,10.24,1.0865,24055,9
7.209e+05,4,2908,2908,5090,1.75,9.3819,1.0865,27288,10
7.2093e+05,4,4087,3769,5892,1.56,8.3633,1.0865,31587,11
7.2096e+05,4,12214,11555,19152,1.66,8.8994,1.0865,1.0267e+05,12
7.2099e+05,4,2964,2874,5517,1.92,9.2702,1.1315,26637,1
7.2102e+05,4,3072,3042,5398,1.77,8.5459,1.1315,26063,2
7.2105e+05,4,4958,4765,8291,1.74,8.4011,1.1315,40031,3
7.2108e+05,4,3075,3037,5429,1.79,8.6425,1.1315,26212,4
7.2111e+05,4,2920,2833,5610,1.98,9.5599,1.1315,27086,5
7.2114e+05,4,2819,2691,5520,2.05,9.8978,1.1315,26652,6
7.2117e+05,4,1301,1295,2399,1.85,8.9322,1.1315,11583,7
7.212e+05,4,3383,3300,7148,2.17,10.477,1.1315,34512,8
7.2123e+05,4,3557,3538,6119,1.73,8.3528,1.1315,29544,9
7.2126e+05,4,2369,2355,4802,2.04,9.8496,1.1315,23185,10
7.2129e+05,4,3211,3131,6972,2.23,10.767,1.1315,33662,11
7.2132e+05,4,6897,6657,14446,2.17,10.477,1.1315,69748,12
7.2136e+05,4,5811,5709,9036,1.58,6.9905,1.1728,39979,1
7.2139e+05,4,7365,7284,11808,1.62,7.1675,1.1728,52243,2
7.2141e+05,4,2833,2791,6751,2.42,10.707,1.1728,29869,3
7.2144e+05,4,3612,3586,7037,1.96,8.6718,1.1728,31134,4
7.2148e+05,4,3354,3329,7182,2.16,9.5566,1.1728,31776,5
7.2151e+05,4,2885,2812,6300,2.24,9.9106,1.1728,27874,6
7.2154e+05,4,1001,1001,2351,2.35,10.397,1.1728,10402,7
7.2157e+05,4,2829,2811,6667,2.37,10.486,1.1728,29497,8
7.216e+05,4,4667,4604,8371,1.82,8.0523,1.1728,37036,9
7.2163e+05,4,4540,4540,9838,2.17,9.6009,1.1728,43527,10
7.2166e+05,4,6584,6435,12645,1.97,8.716,1.1728,55946,11
7.2169e+05,4,20723,19466,31651,1.63,7.2117,1.1728,1.4004e+05,12
7.2172e+05,4,9023,8388,15540,1.85,7.7391,1.1946,65009,1
7.2175e+05,4,6579,6303,16850,2.67,11.169,1.1946,70489,2
7.2178e+05,4,8794,8794,18873,2.15,8.9941,1.1946,78952,3
7.2181e+05,4,4921,4889,13097,2.68,11.211,1.1946,54789,4
7.2184e+05,4,6397,6337,15038,2.37,9.9145,1.1946,62909,5
7.2187e+05,4,4485,4419,11292,2.56,10.709,1.1946,47238,6
7.219e+05,4,2337,2228,5704,2.56,10.709,1.1946,23862,7
7.2193e+05,4,5665,5326,12763,2.4,10.04,1.1946,53392,8
7.2196e+05,4,8133,8091,17872,2.21,9.2451,1.1946,74764,9
7.2199e+05,4,11588,11547,24895,2.16,9.036,1.1946,1.0414e+05,10
7.2202e+05,4,8754,8693,20714,2.38,9.9563,1.1946,86653,11
7.2206e+05,4,13926,13392,28557,2.13,8.9105,1.1946,1.1946e+05,12
7.2209e+05,4,12705,12513,25693,2.05,8.0522,1.2371,1.0092e+05,1
7.2212e+05,4,7203,7097,18560,2.62,10.291,1.2371,72902,2
7.2214e+05,4,672,662,2839,4.29,16.851,1.2371,11151,3
7.2218e+05,4,4616,4558,12920,2.83,11.116,1.2371,50749,4
7.2221e+05,4,5451,5375,14909,2.77,10.88,1.2371,58561,5
7.2224e+05,4,4793,4557,12034,2.64,10.37,1.2371,47268,6
7.2227e+05,4,3811,3715,9600,2.58,10.134,1.2371,37708,7
7.223e+05,4,4016,3996,10324,2.58,10.134,1.2371,40552,8
7.2233e+05,4,3856,3813,10520,2.76,10.841,1.2371,41322,9
7.2236e+05,4,6191,6122,15431,2.52,9.8983,1.2371,60611,10
7.2239e+05,4,4900,4790,11429,2.39,9.3877,1.2371,44892,11
7.2242e+05,4,9134,8794,21036,2.39,9.3877,1.2371,82627,12
7.2245e+05,4,7406,7347,19095,2.6,9.492,1.2905,69712,1
7.2248e+05,4,10399,10050,23441,2.33,8.5063,1.2905,85578,2
7.2251e+05,4,5074,4842,14003,2.89,10.551,1.2905,51122,3
7.2254e+05,4,4769,4689,13615,2.9,10.587,1.2905,49705,4
7.2257e+05,4,4945,4888,12667,2.59,9.4555,1.2905,46244,5
7.226e+05,4,2004,1996,5288,2.65,9.6746,1.2905,19305,6
7.2263e+05,4,2556,2469,8308,3.37,12.303,1.2905,30331,7
7.2266e+05,4,4223,4141,11761,2.84,10.368,1.2905,42937,8
7.2269e+05,4,1783,1737,5502,3.17,11.573,1.2905,20087,9
7.2272e+05,4,5998,5734,15030,2.62,9.565,1.2905,54871,10
7.2276e+05,4,7429,7251,18145,2.5,9.127,1.2905,66243,11
7.2278e+05,4,5791,5386,18634,3.46,12.632,1.2905,68029,12
7.2282e+05,4,3685,3628,10479,2.89,9.4753,1.332,34357,1
7.2285e+05,4,3033,2977,10869,3.65,11.967,1.332,35636,2
7.2288e+05,4,6176,6096,19179,3.15,10.328,1.332,62881,3
7.2291e+05,4,5214,4882,14040,2.88,9.4426,1.332,46032,4
7.2294e+05,4,2418,2155,7629,3.54,11.606,1.332,25013,5
7.2297e+05,4,5174,5067,11310,2.23,7.3114,1.332,37082,6
7.23e+05,4,2015,1954,4113,2.11,6.918,1.332,13485,7
7.2303e+05,4,4909,4853,9956,2.05,6.7213,1.332,32642,8
7.2306e+05,4,2183,2139,5307,2.48,8.1311,1.332,17400,9
7.2309e+05,4,4296,4133,10287,2.49,8.1639,1.332,33728,10
7.2312e+05,4,3422,3202,8603,2.69,8.8196,1.332,28206,11
7.2315e+05,4,6257,5112,14281,2.79,9.1475,1.332,46823,12
7.2318e+05,4,2680,2421,6874,2.84,8.204,1.414,19857,1
7.2321e+05,4,6007,5610,13693,2.44,7.0485,1.414,39555,2
7.2324e+05,4,497,474,2251,4.75,13.721,1.414,6502.5,3
7.2327e+05,4,86,75,319,4.26,12.306,1.414,921.5,4
7.233e+05,4,950,754,2401,3.18,9.1861,1.414,6935.8,5
7.2333e+05,4,1226,1043,2985,2.86,8.2618,1.414,8622.8,6
7.2336e+05,4,507,469,1260,2.69,7.7707,1.414,3639.8,7
7.2339e+05,4,7452,6948,18777,2.7,7.7996,1.414,54242,8
7.2342e+05,4,1553,1508,4693,3.11,8.9839,1.414,13557,9
7.2346e+05,4,2421,2208,6258,2.83,8.1751,1.414,18078,10
7.2349e+05,4,4217,3967,11448,2.89,8.3484,1.414,33070,11
7.2352e+05,4,6711,6222,18716,3.01,8.6951,1.414,54065,12
7.2355e+05,4,5734,5478,18468,3.37,8.8247,1.5599,48360,1
7.2358e+05,4,3725,3462,15035,4.34,11.365,1.5599,39371,2
7.2361e+05,4,3949,3843,13124,3.42,8.9556,1.5599,34367,3
7.2364e+05,4,2981,2949,10573,3.59,9.4008,1.5599,27686,4
7.2367e+05,4,2377,2299,7901,3.44,9.008,1.5599,20690,5
7.237e+05,4,1316,1254,4597,3.67,9.6103,1.5599,12038,6
7.2373e+05,4,7874,7284,19862,2.73,7.1488,1.5599,52011,7
7.2376e+05,4,3746,3681,12376,3.36,8.7985,1.5599,32408,8
7.2379e+05,4,6200,6151,18420,2.99,7.8296,1.5599,48235,9
7.2382e+05,4,2525,2498,7355,2.94,7.6987,1.5599,19260,10
7.2385e+05,4,5871,5460,15281,2.8,7.3321,1.5599,40015,11
7.2388e+05,4,8608,7867,31870,4.05,10.605,1.5599,83455,12
7.2391e+05,4,6858,6754,21926,3.25,8.0166,1.7705,54084,1
7.2394e+05,4,8687,8559,33018,3.86,9.5212,1.7705,81444,2
7.2397e+05,4,4858,4809,18312,3.81,9.3979,1.7705,45169,3
7.24e+05,4,3978,3885,17579,4.53,11.174,1.7705,43361,4
7.2403e+05,4,2906,2769,12601,4.55,11.223,1.7705,31082,5
7.2406e+05,4,4802,4765,15641,3.28,8.0906,1.7705,38581,6
7.2409e+05,4,1739,1712,9172,5.36,13.221,1.7705,22624,7
7.2412e+05,4,828,787,3205,4.07,10.039,1.7705,7905.6,8
7.2416e+05,4,2221,2190,8194,3.74,9.2252,1.7705,20212,9
7.2418e+05,4,8375,8123,23714,2.92,7.2026,1.7705,58494,10
7.2422e+05,4,5172,5090,17795,3.5,8.6332,1.7705,43894,11
7.2425e+05,4,12240,11436,40915,3.58,8.8306,1.7705,1.0092e+05,12
7.2428e+05,4,11055,10748,34948,3.25,7.7671,1.9714,83521,1
7.2431e+05,4,15651,15376,52071,3.39,8.1017,1.9714,1.2444e+05,2
7.2434e+05,4,9152,8846,34696,3.92,9.3683,1.9714,82919,3
7.2437e+05,4,2037,1964,8656,4.41,10.539,1.9714,20687,4
7.244e+05,4,2485,2445,9041,3.7,8.8425,1.9714,21607,5
7.2443e+05,4,1994,1985,8449,4.26,10.181,1.9714,20192,6
7.2446e+05,4,2521,2501,10314,4.12,9.8463,1.9714,24649,7
7.2449e+05,4,6946,6889,24252,3.52,8.4123,1.9714,57959,8
7.2452e+05,4,4379,4283,14038,3.28,7.8388,1.9714,33549,9
7.2455e+05,4,2391,2338,9368,4.01,9.5834,1.9714,22388,10
7.2458e+05,4,13092,12738,42262,3.32,7.9344,1.9714,1.01e+05,11
7.2461e+05,4,23055,21303,72137,3.39,8.1017,1.9714,1.724e+05,12
7.2464e+05,4,8695,8403,31635,3.76,8.614,2.1211,72475,1
7.2467e+05,4,7762,7735,27840,3.6,8.2475,2.1211,63780,2
7.247e+05,4,7213,7153,30124,4.21,9.645,2.1211,69013,3
7.2473e+05,4,2698,2581,15465,5.99,13.723,2.1211,35430,4
7.2476e+05,4,4794,4680,19867,4.25,9.7366,2.1211,45515,5
7.2479e+05,4,3913,3803,16502,4.34,9.9428,2.1211,37805,6
7.2482e+05,4,6483,6377,24861,3.9,8.9348,2.1211,56956,7
7.2486e+05,4,6794,6438,23859,3.71,8.4995,2.1211,54660,8
7.2489e+05,4,18530,17911,50159,2.8,6.4147,2.1211,1.1491e+05,9
7.2492e+05,4,13772,13221,41044,3.1,7.102,2.1211,94030,10
7.2495e+05,4,10244,9984,35572,3.56,8.1558,2.1211,81494,11
7.2498e+05,4,24833,23150,87373,3.77,8.6369,2.1211,2.0017e+05,12
7.2501e+05,4,28492,28196,1.0212e+05,3.62,8.0081,2.259,2.2591e+05,1
7.2504e+05,4,28651,28327,96837,3.42,7.5657,2.259,2.1422e+05,2
7.2507e+05,4,6172,6061,40359,6.66,14.733,2.259,89282,3
7.251e+05,4,17243,16964,66608,3.93,8.6939,2.259,1.4735e+05,4
7.2513e+05,4,5695,5591,23857,4.27,9.446,2.259,52776,5
7.2516e+05,4,11397,11082,41894,3.78,8.3621,2.259,92677,6
7.2519e+05,4,5605,5510,25132,4.56,10.088,2.259,55597,7
7.2522e+05,4,13106,12757,50210,3.94,8.716,2.259,1.1107e+05,8
7.2525e+05,4,25394,25014,70672,2.83,6.2605,2.259,1.5634e+05,9
7.2528e+05,4,15639,15497,54175,3.5,7.7426,2.259,1.1985e+05,10
7.2531e+05,4,37411,36616,1.2504e+05,3.42,7.5657,2.259,2.7662e+05,11
7.2534e+05,4,45362,42499,1.4642e+05,3.45,7.632,2.259,3.2391e+05,12
7.2537e+05,4,38973,37973,1.4318e+05,3.77,8.1877,2.3892,3.1095e+05,1
7.254e+05,4,13237,13022,54369,4.18,9.0782,2.3892,1.1808e+05,2
7.2543e+05,4,7523,7344,34913,4.75,10.316,2.3892,75825,3
7.2546e+05,4,4171,4116,20920,5.08,11.033,2.3892,45434,4
7.2549e+05,4,10058,9999,38126,3.81,8.2746,2.3892,82803,5
7.2552e+05,4,7239,7228,28374,3.93,8.5352,2.3892,61623,6
7.2555e+05,4,19133,19078,66279,3.47,7.5362,2.3892,1.4395e+05,7
7.2558e+05,4,21287,21259,73819,3.47,7.5362,2.3892,1.6032e+05,8
7.2562e+05,4,29904,29447,92179,3.13,6.7978,2.3892,2.002e+05,9
7.2565e+05,4,24957,24633,83586,3.39,7.3625,2.3892,1.8153e+05,10
7.2568e+05,4,19416,19273,76756,3.98,8.6438,2.3892,1.667e+05,11
7.2571e+05,4,43781,42040,1.5535e+05,3.7,8.0357,2.3892,3.3739e+05,12
7.2574e+05,4,26543,26471,1.0493e+05,3.96,8.2976,2.6072,2.1986e+05,1
7.2577e+05,4,21768,21611,80075,3.71,7.7737,2.6072,1.6778e+05,2
7.258e+05,4,12908,12748,53380,4.19,8.7795,2.6072,1.1185e+05,3
7.2583e+05,4,5873,5870,31296,5.33,11.168,2.6072,65576,4
7.2586e+05,4,12999,12948,55094,4.26,8.9262,2.6072,1.1544e+05,5
7.2589e+05,4,11308,11178,50436,4.51,9.45,2.6072,1.0568e+05,6
7.2592e+05,4,11069,10932,51818,4.74,9.9319,2.6072,1.0858e+05,7
7.2595e+05,4,18362,18263,74084,4.06,8.5071,2.6072,1.5523e+05,8
7.2598e+05,4,17743,17612,75705,4.3,9.01,2.6072,1.5863e+05,9
7.2601e+05,4,22220,22094,87303,3.95,8.2766,2.6072,1.8293e+05,10
7.2604e+05,4,14404,14313,71028,4.96,10.393,2.6072,1.4883e+05,11
7.2607e+05,4,21548,20170,1.0718e+05,5.31,11.126,2.6072,2.2457e+05,12
7.261e+05,4,14858,14731,70821,4.81,9.6782,2.895,1.425e+05,1
7.2613e+05,4,14939,14740,65360,4.43,8.9136,2.895,1.3151e+05,2
7.2616e+05,4,14388,14365,67163,4.68,9.4166,2.895,1.3514e+05,3
7.2619e+05,4,7127,7123,39968,5.61,11.288,2.895,80419,4
7.2622e+05,4,11664,11560,56059,4.85,9.7587,2.895,1.128e+05,5
7.2626e+05,4,8390,8361,40788,4.88,9.819,2.895,82069,6
7.2628e+05,4,15867,15697,69198,4.41,8.8733,2.895,1.3923e+05,7
7.2632e+05,4,13097,13046,58410,4.48,9.0142,2.895,1.1753e+05,8
7.2635e+05,4,14490,13921,61225,4.4,8.8532,2.895,1.2319e+05,9
7.2638e+05,4,17987,17420,70190,4.03,8.1087,2.895,1.4123e+05,10
7.2641e+05,4,12626,12185,56967,4.68,9.4166,2.895,1.1462e+05,11
7.2644e+05,4,15264,14663,77740,5.3,10.664,2.895,1.5642e+05,12
7.2647e+05,4,11287,10702,53525,5,9.598,3.075,1.0275e+05,1
7.265e+05,4,14232,13946,64055,4.59,8.811,3.075,1.2296e+05,2
7.2653e+05,4,19745,19378,83242,4.3,8.2543,3.075,1.5979e+05,3
7.2656e+05,4,10170,10051,54755,5.45,10.462,3.075,1.0511e+05,4
7.2659e+05,4,5929,5871,33566,5.72,10.98,3.075,64433,5
7.2662e+05,4,7652,7590,39251,5.17,9.9244,3.075,75346,6
7.2665e+05,4,2179,2134,13566,6.36,12.209,3.075,26041,7
7.2668e+05,4,12200,12034,61369,5.1,9.79,3.075,1.178e+05,8
7.2671e+05,4,8013,7830,45540,5.82,11.172,3.075,87419,9
7.2674e+05,4,17004,16741,73739,4.4,8.4463,3.075,1.4155e+05,10
7.2677e+05,4,18467,17946,78847,4.39,8.4271,3.075,1.5136e+05,11
7.268e+05,4,38398,35332,1.4259e+05,4.04,7.7552,3.075,2.7371e+05,12
7.2683e+05,4,11385,11184,69027,6.17,11.237,3.1737,1.2571e+05,1
7.2686e+05,4,10669,10571,72098,6.82,12.421,3.1737,1.313e+05,2
7.2689e+05,4,7946,7651,47296,6.18,11.255,3.1737,86136,3
7.2692e+05,4,10041,9905,57188,5.77,10.508,3.1737,1.0415e+05,4
7.2695e+05,4,5745,5664,34404,6.07,11.055,3.1737,62657,5
7.2698e+05,4,4151,4077,26190,6.42,11.692,3.1737,47697,6
7.2702e+05,4,7224,7070,39559,5.6,10.199,3.1737,72045,7
7.2705e+05,4,9893,9774,53381,5.46,9.9438,3.1737,97218,8
7.2708e+05,4,13235,12961,58840,4.54,8.2683,3.1737,1.0716e+05,9
7.2711e+05,4,12282,12089,53163,4.4,8.0133,3.1737,96821,10
7.2714e+05,4,18410,18090,82837,4.58,8.3411,3.1737,1.5086e+05,11
7.2717e+05,4,19531,18314,1.168e+05,6.38,11.619,3.1737,2.1271e+05,12
7.272e+05,4,18019,17654,82251,4.66,8.1441,3.3128,1.4375e+05,1
7.2723e+05,4,12716,12516,55749,4.45,7.7771,3.3128,97430,2
7.2726e+05,4,10348,10250,46786,4.56,7.9693,3.3128,81766,3
7.2729e+05,4,3814,3745,25571,6.83,11.937,3.3128,44689,4
7.2732e+05,4,4926,4438,31749,7.15,12.496,3.3128,55486,5
7.2735e+05,4,7226,6728,38595,5.74,10.032,3.3128,67451,6
7.2738e+05,4,9747,9539,49225,5.16,9.0179,3.3128,86028,7
7.2741e+05,4,14595,14210,75743,5.33,9.315,3.3128,1.3237e+05,8
7.2744e+05,4,10218,9809,49922,5.09,8.8956,3.3128,87247,9
7.2747e+05,4,16324,16016,66603,4.16,7.2703,3.3128,1.164e+05,10
7.275e+05,4,9778,9490,45755,4.82,8.4237,3.3128,79964,11
7.2753e+05,4,10943,10356,64119,6.19,10.818,3.3128,1.1206e+05,12
7.2756e+05,4,14633,14492,72506,5,8.4829,3.5024,1.2301e+05,1
7.276e+05,4,8128,8101,45640,5.63,9.5518,3.5024,77432,2
7.2762e+05,4,7625,7477,37907,5.07,8.6017,3.5024,64312,3
7.2766e+05,4,8806,8711,42600,4.89,8.2963,3.5024,72275,4
7.2768e+05,4,8133,8042,38627,4.8,8.1436,3.5024,65534,5
7.2772e+05,4,4280,4222,24241,5.74,9.7384,3.5024,41127,6
7.2775e+05,4,3456,3445,22556,6.55,11.113,3.5024,38268,7
7.2778e+05,4,2605,2590,18466,7.13,12.097,3.5024,31329,8
7.2781e+05,4,4518,4513,28040,6.21,10.536,3.5024,47572,9
7.2784e+05,4,10967,10793,52021,4.82,8.1775,3.5024,88258,10
7.2787e+05,4,5480,5299,29506,5.57,9.45,3.5024,50059,11
7.279e+05,4,8933,8355,51397,6.15,10.434,3.5024,87199,12
7.2793e+05,4,12921,12692,62051,4.89,8.0552,3.6936,1.0221e+05,1
7.2796e+05,4,4970,4930,25712,5.22,8.5988,3.6936,42355,2
7.2799e+05,4,9525,9518,46004,4.83,7.9563,3.6936,75781,3
7.2802e+05,4,3823,3823,24175,6.32,10.411,3.6936,39823,4
7.2805e+05,4,2529,2515,17496,6.96,11.465,3.6936,28821,5
7.2808e+05,4,2350,2350,17022,7.24,11.926,3.6936,28040,6
7.2811e+05,4,13985,13951,48861,3.5,5.7655,3.6936,80487,7
7.2814e+05,4,8170,8120,44502,5.48,9.0271,3.6936,73307,8
7.2817e+05,4,8685,8243,40702,4.94,8.1375,3.6936,67047,9
7.282e+05,4,9169,9035,45877,5.08,8.3681,3.6936,75572,10
7.2823e+05,4,7703,7479,46848,6.26,10.312,3.6936,77171,11
7.2826e+05,4,18346,16746,99294,5.93,9.7683,3.6936,1.6356e+05,12
7.283e+05,4,10451,10376,57900,5.58,8.9623,3.8484,92996,1
7.2833e+05,4,9094,8856,50080,5.66,9.0908,3.8484,80436,2
7.2835e+05,4,8281,8243,44337,5.38,8.6411,3.8484,71212,3
7.2838e+05,4,7335,7279,55236,7.59,12.191,3.8484,88717,4
7.2842e+05,4,4733,4730,35251,7.45,11.966,3.8484,56618,5
7.2845e+05,4,4692,4639,24074,5.19,8.3359,3.8484,38666,6
7.2848e+05,4,6962,6866,43435,6.33,10.167,3.8484,69763,7
7.2851e+05,4,10293,10118,55967,5.53,8.882,3.8484,89891,8
7.2854e+05,4,9010,8673,46772,5.39,8.6571,3.8484,75123,9
7.2857e+05,4,6414,6048,33590,5.55,8.9141,3.8484,53950,10
