1,NaN,NaN,NaN,NaN,NaN,NaN
3,-157.59,21.337,-157.69,21.439,NaN,NaN
8,-157.57,21.308,-157.69,21.439,-157.59,21.262
9,-157.57,21.308,-157.69,21.426,-157.59,21.262
15,-157.57,21.308,-157.69,21.426,-157.57,21.256
