Longitude	Latitude	Elevation, m	Distance (km)
-157.59157	21.407663	-640.85974	11.224649
-157.59126	21.407663	-639.2859	11.257566
-157.59094	21.407663	-638.25336	11.290483
-157.59062	21.407663	-637.5595	11.3234005
-157.5903	21.407661	-636.5485	11.3563175
-157.58998	21.407661	-634.5804	11.389235
-157.58966	21.407661	-631.56885	11.422152
-157.58936	21.407661	-627.9521	11.455069
-157.58904	21.407661	-624.1546	11.487986
-157.58871	21.407661	-620.0961	11.520903
-157.5884	21.407661	-615.6865	11.55382
-157.58807	21.407661	-611.5029	11.586737
-157.58775	21.407661	-608.03064	11.619654
-157.58743	21.407661	-605.1612	11.652571
-157.58713	21.407661	-602.77124	11.685488
-157.5868	21.407661	-600.9184	11.718405
-157.58649	21.407661	-599.7095	11.751322
-157.58617	21.407661	-599.0793	11.784239
-157.58585	21.407661	-598.77966	11.817156
-157.58553	21.407661	-598.6778	11.850073
-157.58522	21.407661	-598.87726	11.88299
-157.5849	21.407661	-599.26636	11.915907
-157.58458	21.407661	-599.6261	11.948824
-157.58426	21.407661	-599.9681	11.981741
-157.58394	21.407661	-600.3393	12.014658
-157.58362	21.407661	-600.60425	12.047575
-157.58331	21.407661	-600.66284	12.080492
-157.583	21.407661	-600.54395	12.113409
-157.58267	21.407661	-600.3173	12.146326
-157.58235	21.407661	-600.0408	12.179243
-157.58203	21.407661	-599.719	12.21216
-157.58171	21.407661	-599.33057	12.245077
-157.5814	21.407661	-598.8841	12.277994
-157.58109	21.407661	-598.34784	12.310911
-157.58076	21.407661	-597.71326	12.343828
-157.58044	21.407661	-597.07794	12.376745
-157.58012	21.407661	-596.547	12.409662
-157.5798	21.407661	-596.14044	12.442579
-157.5795	21.407661	-595.7977	12.475496
-157.57918	21.407661	-595.4727	12.508413
-157.57886	21.407661	-595.1339	12.54133
-157.57854	21.407661	-594.7996	12.574247
-157.57822	21.407661	-594.4991	12.607164
-157.5779	21.407661	-594.2465	12.640081
-157.57759	21.407661	-594.00494	12.672998
-157.57727	21.407661	-593.82385	12.705915
-157.57695	21.407661	-593.8114	12.738832
-157.57663	21.407661	-594.04333	12.7717495
-157.57631	21.407661	-594.4683	12.8046665
-157.57599	21.407661	-594.98596	12.837584
-157.57567	21.407661	-595.53253	12.870501
-157.57536	21.407661	-596.1574	12.903418
-157.57504	21.407661	-596.8089	12.936335
-157.57472	21.407661	-597.3609	12.969252
-157.5744	21.407661	-597.83215	13.002169
-157.57408	21.407661	-598.2442	13.035086
-157.57376	21.407661	-598.4661	13.068003
-157.57346	21.407661	-598.38525	13.10092
-157.57314	21.407661	-598.0148	13.133837
-157.57281	21.40766	-597.4358	13.166754
-157.5725	21.40766	-596.7173	13.199671
-157.57217	21.40766	-595.7376	13.232588
-157.57185	21.40766	-594.563	13.265505
-157.57155	21.40766	-593.55084	13.298422
-157.57123	21.40766	-592.916	13.331339
-157.5709	21.40766	-592.55365	13.364255
-157.57059	21.40766	-592.4436	13.397172
-157.57027	21.40766	-592.63135	13.430089
-157.56995	21.40766	-593.17456	13.463006
-157.56964	21.40766	-594.0083	13.495923
-157.56932	21.40766	-594.9939	13.52884
-157.569	21.40766	-596.00037	13.561757
-157.56868	21.40766	-597.0612	13.594674
-157.56836	21.40766	-598.3467	13.627591
-157.56804	21.40766	-600.0164	13.660508
-157.56773	21.40766	-602.05206	13.693425
-157.56741	21.40766	-604.4207	13.726342
-157.5671	21.40766	-607.18915	13.759259
-157.56677	21.40766	-610.45917	13.792176
-157.56645	21.40766	-614.20276	13.825093
-157.56613	21.40766	-618.2245	13.85801
-157.56581	21.40766	-622.3544	13.890927
-157.5655	21.40766	-626.652	13.923844
-157.56519	21.40766	-631.10535	13.956761
-157.56487	21.40766	-635.5597	13.989678
-157.56454	21.40766	-640.0526	14.022595
-157.56422	21.40766	-644.6134	14.055512
-157.5639	21.40766	-649.0127	14.088429
-157.5636	21.40766	-653.0938	14.121346
-157.56328	21.40766	-656.9741	14.1542635
-157.56296	21.40766	-660.5354	14.1871805
-157.56264	21.407658	-663.4817	14.220097
-157.56232	21.407658	-665.6781	14.253014
-157.562	21.407658	-667.2609	14.28593
-157.56169	21.407658	-668.3788	14.318847
-157.56137	21.407658	-669.0593	14.351764
-157.56105	21.407658	-669.1819	14.384681
-157.56073	21.407658	-669.00073	14.417598
-157.56041	21.407658	-668.91425	14.450515
-157.56009	21.407658	-669.2422	14.483432
-157.55978	21.407658	-669.6677	14.516349
-157.55946	21.407658	-669.55865	14.549266
-157.55914	21.407658	-668.5163	14.582183
-157.55882	21.407658	-666.719	14.6151
-157.5585	21.407658	-664.1049	14.648017
-157.55818	21.407658	-685.69867	14.680934
-157.55788	21.407658	-687.36035	14.713851
-157.55756	21.407658	-689.9645	14.746768
-157.55724	21.407658	-693.37225	14.779685
-157.55692	21.407658	-685.8323	14.812602
-157.5566	21.407658	-685.3448	14.845519
-157.55627	21.407658	-686.7245	14.878436
-157.55597	21.407658	-688.07544	14.911353
-157.55565	21.407658	-689.42084	14.94427
-157.55533	21.407658	-689.5642	14.977187
-157.55501	21.407656	-705.1579	15.010104
-157.55469	21.407656	-711.1092	15.043021
-157.55437	21.407656	-712.86285	15.075938
-157.55405	21.407656	-714.4378	15.108855
-157.55374	21.407656	-719.2199	15.141772
-157.55342	21.407656	-727.01074	15.174689
-157.5531	21.407656	-726.17365	15.207606
-157.55278	21.407656	-725.9282	15.240523
-157.55246	21.407656	-725.60974	15.27344
-157.55214	21.407656	-725.21936	15.306357
-157.55183	21.407656	-724.7709	15.339274
-157.55151	21.407656	-724.2575	15.372191
-157.5512	21.407656	-723.64026	15.405108
-157.55087	21.407656	-722.9952	15.438025
-157.55055	21.407656	-722.4515	15.470942
-157.55023	21.407656	-722.0724	15.503858
-157.54993	21.407656	-721.79645	15.536775
-157.5496	21.407656	-721.55273	15.569692
-157.54929	21.407656	-721.3065	15.602609
-157.54897	21.407656	-721.093	15.635526
-157.54865	21.407656	-720.8643	15.668443
-157.54832	21.407654	-720.53217	15.70136
-157.54802	21.407654	-720.0794	15.734277
-157.5477	21.407654	-719.53937	15.767194
-157.54738	21.407654	-718.9116	15.800111
-157.54706	21.407654	-718.1757	15.833028
-157.54674	21.407654	-717.3192	15.865945
-157.54642	21.407654	-716.4051	15.898862
-157.54611	21.407654	-715.509	15.931779
-157.54579	21.407654	-714.6299	15.964695
-157.54547	21.407654	-713.7477	15.997612
-157.54515	21.407654	-712.8919	16.030529
-157.54483	21.407654	-712.0818	16.063446
-157.54451	21.407654	-711.3096	16.096363
-157.5442	21.407654	-710.5617	16.12928
-157.54388	21.407654	-709.82434	16.162197
-157.54356	21.407654	-709.07776	16.195114
-157.54324	21.407654	-708.3486	16.228031
-157.54292	21.407654	-707.6887	16.260948
-157.5426	21.407654	-707.13995	16.293865
-157.54228	21.407652	-706.6836	16.326782
-157.54198	21.407652	-706.27	16.3597
-157.54166	21.407652	-705.8526	16.392616
-157.54134	21.407652	-705.42786	16.425533
-157.54102	21.407652	-705.0205	16.45845
-157.5407	21.407652	-704.6455	16.491367
-157.54037	21.407652	-704.3197	16.524284
-157.54007	21.407652	-704.0343	16.557201
-157.53975	21.407652	-703.76184	16.590118
-157.53943	21.407652	-703.4791	16.623035
-157.53911	21.407652	-703.191	16.655952
-157.53879	21.407652	-702.9028	16.68887
-157.53847	21.407652	-702.6111	16.721786
-157.53816	21.407652	-702.2725	16.754704
-157.53784	21.407652	-701.907	16.78762
-157.53752	21.407652	-701.6235	16.820538
-157.5372	21.407652	-701.50696	16.853455
-157.53688	21.40765	-701.5375	16.886372
-157.53656	21.40765	-701.68353	16.919289
-157.53625	21.40765	-701.936	16.952206
-157.53593	21.40765	-702.30914	16.985123
-157.53561	21.40765	-702.7965	17.01804
-157.5353	21.40765	-703.3523	17.050957
-157.53497	21.40765	-703.96735	17.083874
-157.53465	21.40765	-704.6674	17.11679
-157.53435	21.40765	-705.3954	17.149708
-157.53403	21.40765	-706.07104	17.182625
-157.5337	21.40765	-706.6725	17.215542
-157.53339	21.40765	-707.24023	17.248459
-157.53307	21.40765	-707.8029	17.281376
-157.53275	21.40765	-708.38586	17.314293
-157.53242	21.40765	-708.98224	17.34721
-157.53212	21.407648	-709.564	17.380127
-157.5318	21.407648	-710.10443	17.413044
-157.53148	21.407648	-710.59894	17.445961
-157.53116	21.407648	-711.0611	17.478878
-157.53084	21.407648	-711.4988	17.511795
-157.53052	21.407648	-711.917	17.544712
-157.53021	21.407648	-712.31287	17.57763
-157.52989	21.407648	-712.68396	17.610546
-157.52957	21.407648	-713.01526	17.643463
-157.52925	21.407648	-713.2565	17.67638
-157.52893	21.407648	-713.48456	17.709297
-157.52861	21.407648	-713.8479	17.742214
-157.5283	21.407648	-714.45447	17.775131
-157.52798	21.407648	-715.23706	17.808048
-157.52766	21.407648	-716.0608	17.840965
-157.52734	21.407646	-716.7943	17.873882
-157.52702	21.407646	-717.4178	17.9068
-157.5267	21.407646	-718.04407	17.939716
-157.5264	21.407646	-718.79517	17.972633
-157.52608	21.407646	-719.73505	18.00555
-157.52576	21.407646	-720.80457	18.038467
-157.52544	21.407646	-721.93066	18.071384
-157.52512	21.407646	-723.08093	18.104301
-157.5248	21.407646	-724.29816	18.137218
-157.52449	21.407646	-725.5166	18.170135
-157.52417	21.407646	-726.6181	18.203053
-157.52385	21.407646	-727.55115	18.23597
-157.52353	21.407646	-728.3774	18.268887
-157.52321	21.407644	-729.1624	18.301804
-157.52289	21.407644	-729.9828	18.33472
-157.52258	21.407644	-730.84406	18.367638
-157.52226	21.407644	-731.6312	18.400555
-157.52194	21.407644	-732.21484	18.433472
-157.52162	21.407644	-732.5508	18.466389
-157.5213	21.407644	-732.7115	18.499306
-157.52098	21.407644	-732.76587	18.532223
-157.52066	21.407644	-732.74133	18.56514
-157.52036	21.407644	-732.6125	18.598057
-157.52003	21.407644	-732.4079	18.630974
-157.51971	21.407644	-732.1575	18.66389
-157.5194	21.407644	-731.78314	18.696808
-157.51907	21.407642	-731.36035	18.729725
-157.51875	21.407642	-731.1075	18.762642
-157.51845	21.407642	-731.2043	18.795559
-157.51813	21.407642	-731.57654	18.828476
-157.5178	21.407642	-732.00696	18.861393
-157.51749	21.407642	-732.28705	18.89431
-157.51717	21.407642	-732.38434	18.927227
-157.51685	21.407642	-732.4292	18.960144
-157.51654	21.407642	-732.53436	18.993061
-157.51622	21.407642	-732.73584	19.025978
-157.5159	21.407642	-732.99255	19.058895
-157.51558	21.407642	-733.32245	19.091812
-157.51526	21.40764	-733.76746	19.12473
-157.51494	21.40764	-734.3737	19.157646
-157.51463	21.40764	-735.037	19.190563
-157.51431	21.40764	-735.59454	19.22348
-157.51399	21.40764	-735.9357	19.256397
-157.51367	21.40764	-736.14746	19.289314
-157.51335	21.40764	-736.38745	19.322231
-157.51303	21.40764	-736.7994	19.355148
-157.51273	21.40764	-737.38306	19.388065
-157.5124	21.40764	-738.01764	19.420982
-157.51208	21.40764	-738.582	19.4539
